id;the_geom;IdINSPIRE;Id_carr1km;I_est_cr;Id_carr_n;Groupe;Depcom;I_pauv;Id_car2010;Ind;Men;Men_pauv;Men_1ind;Men_5ind;Men_prop;Men_fmp;Ind_snv;Men_surf;Men_coll;Men_mais;Log_av45;Log_45_70;Log_70_90;Log_ap90;Log_inc;Log_soc;Ind_0_3;Ind_4_5;Ind_6_10;Ind_11_17;Ind_18_24;Ind_25_39;Ind_40_54;Ind_55_64;Ind_65_79;Ind_80p;Ind_inc;I_est_1km
carreau_pop_v2.44;MULTIPOLYGON (((1023264.9320324466 6282016.691061884, 1023247.284291374 6282216.453475824, 1023446.0644280701 6282234.556348118, 1023463.7122642823 6282034.793896017, 1023264.9320324466 6282016.691061884)));CRS3035RES200mN2277600E4078200;CRS3035RES1000mN2277000E4078000;0;CRS3035RES1000mN2277000E4078000;440045;06029;0;CRS3035RES200mN2277600E4078200;329.5;151.0;23.0;60.0;8.0;104.0;22.0;6151049.8;8730.0;140.0;11.0;4.0;57.0;42.0;48.0;0.0;0.0;14.0;9.0;24.5;34.0;21.0;53.0;72.0;42.0;37.0;19.0;4.0;0
carreau_pop_v2.45;MULTIPOLYGON (((1019488.0999294298 6281672.668992556, 1019470.4539980788 6281872.430674419, 1019669.2349077945 6281890.540369414, 1019686.8809344925 6281690.778648685, 1019488.0999294298 6281672.668992556)));CRS3035RES200mN2277600E4074400;CRS3035RES1000mN2277000E4074000;1;CRS3035RES1000mN2277000E4074000;439917;06079;0;CRS3035RES200mN2277600E4074400;2.0;0.8;0.1;0.2;0.1;0.3;0.0;50043.0;88.4;0.2;0.6;0.1;0.1;0.5;0.1;0.0;0.0;0.1;0.0;0.0;0.3;0.2;0.3;0.5;0.5;0.0;0.1;0.0;0
carreau_pop_v2.46;MULTIPOLYGON (((1019037.600206997 6282235.731753425, 1019019.9540998299 6282435.491696089, 1019218.7348068883 6282453.60222616, 1019236.3810090139 6282253.842244498, 1019037.600206997 6282235.731753425)));CRS3035RES200mN2278200E4074000;CRS3035RES1000mN2278000E4074000;1;CRS3035RES1000mN2278000E4074000;441274;06029;0;CRS3035RES200mN2278200E4074000;11.0;4.0;0.6;0.9;0.4;2.3;0.4;252299.3;312.6;2.6;1.4;0.7;0.9;0.8;1.6;0.0;0.0;1.1;0.5;0.4;0.6;0.5;2.2;1.9;1.1;1.7;0.6;0.4;0
carreau_pop_v2.47;MULTIPOLYGON (((1020066.7966036135 6281926.758682167, 1020049.1502647847 6282126.519926585, 1020247.9309558306 6282144.628583117, 1020265.5773898365 6281944.8672999265, 1020066.7966036135 6281926.758682167)));CRS3035RES200mN2277800E4075000;CRS3035RES1000mN2277000E4075000;0;CRS3035RES1000mN2277000E4075000;439943;06029;0;CRS3035RES200mN2277800E4075000;764.5;354.0;69.0;142.0;18.0;84.0;78.0;1.40159621E7;20146.0;351.0;3.0;0.0;266.0;26.0;62.0;0.0;241.0;36.5;23.5;55.5;68.0;48.0;118.0;145.0;99.0;99.0;67.0;5.0;0
carreau_pop_v2.48;MULTIPOLYGON (((1024457.6128231962 6282125.302680658, 1024439.9645114483 6282325.065322992, 1024638.7444085225 6282343.166040638, 1024656.3928153449 6282143.403360372, 1024457.6128231962 6282125.302680658)));CRS3035RES200mN2277600E4079400;CRS3035RES1000mN2277000E4079000;0;CRS3035RES200mN2277600E4079400;440103;06029;0;CRS3035RES200mN2277600E4079400;226.0;119.0;23.0;59.0;6.0;54.0;13.0;4911540.1;7541.0;118.0;1.0;23.0;63.0;0.0;32.0;1.0;0.0;12.0;5.0;11.0;16.0;8.0;33.0;34.0;28.0;43.0;34.0;2.0;0
carreau_pop_v2.49;MULTIPOLYGON (((1024656.3928153449 6282143.403360372, 1024638.7444085225 6282343.166040638, 1024837.5242658692 6282361.266399175, 1024855.1727677556 6282161.503681007, 1024656.3928153449 6282143.403360372)));CRS3035RES200mN2277600E4079600;CRS3035RES1000mN2277000E4079000;0;CRS3035RES200mN2277600E4079600;440114;06029;0;CRS3035RES200mN2277600E4079600;713.0;317.0;51.0;130.0;28.0;144.0;38.0;1.34710943E7;18680.0;310.0;7.0;71.0;1.0;51.0;194.0;0.0;72.0;44.0;18.0;35.5;57.0;47.5;139.0;143.0;87.0;91.0;40.0;11.0;0
carreau_pop_v2.50;MULTIPOLYGON (((1019382.2225125808 6282871.2307787165, 1019364.5758495457 6283070.989140248, 1019563.3561900533 6283089.099068837, 1019581.0029476143 6282889.340668326, 1019382.2225125808 6282871.2307787165)));CRS3035RES200mN2278800E4074400;CRS3035RES1000mN2278000E4074000;0;CRS3035RES1000mN2278000E4074000;441283;06029;0;CRS3035RES200mN2278800E4074400;204.5;133.0;15.0;87.0;1.0;89.0;8.0;4301725.7;6197.0;128.0;5.0;1.0;0.0;24.0;108.0;0.0;0.0;7.0;2.0;11.5;2.0;12.0;58.0;57.0;27.0;22.0;5.0;1.0;0
carreau_pop_v2.51;MULTIPOLYGON (((1019289.3188830724 6281654.558977394, 1019271.673047079 6281854.320620355, 1019470.4539980788 6281872.430674419, 1019488.0999294298 6281672.668992556, 1019289.3188830724 6281654.558977394)));CRS3035RES200mN2277600E4074200;CRS3035RES1000mN2277000E4074000;1;CRS3035RES1000mN2277000E4074000;439917;06079;0;CRS3035RES200mN2277600E4074200;3.0;1.2;0.1;0.4;0.1;0.4;0.1;75064.6;132.7;0.3;0.9;0.2;0.1;0.7;0.2;0.0;0.0;0.1;0.0;0.0;0.4;0.3;0.4;0.7;0.8;0.1;0.2;0.0;0
carreau_pop_v2.52;MULTIPOLYGON (((1021277.1274955608 6281835.642972175, 1021259.4807064822 6282035.405002486, 1021458.2612473366 6282053.511465739, 1021475.9081316636 6281853.749396898, 1021277.1274955608 6281835.642972175)));CRS3035RES200mN2277600E4076200;CRS3035RES1000mN2277000E4076000;0;CRS3035RES1000mN2277000E4076000;439969;06030;0;CRS3035RES200mN2277600E4076200;146.5;70.0;5.0;21.0;1.0;36.0;7.0;3794861.2;3856.0;70.0;0.0;0.0;0.0;0.0;68.0;2.0;0.0;10.0;6.5;8.5;8.5;3.0;73.0;22.0;7.0;7.0;1.0;0.0;0
carreau_pop_v2.53;MULTIPOLYGON (((1025796.1246521643 6282851.286959445, 1025778.475322534 6283051.048207149, 1025977.2546585961 6283069.14652412, 1025994.904082815 6282869.385238681, 1025796.1246521643 6282851.286959445)));CRS3035RES200mN2278200E4080800;CRS3035RES1000mN2278000E4080000;1;CRS3035RES1000mN2278000E4080000;441517;06155;0;CRS3035RES200mN2278200E4080800;4.0;1.5;0.2;0.4;0.2;1.0;0.1;115702.6;302.7;0.0;1.5;0.1;0.3;0.6;0.5;0.0;0.0;0.0;0.0;0.1;0.4;0.4;0.2;0.9;0.8;0.6;0.4;0.2;0
carreau_pop_v2.54;MULTIPOLYGON (((1025522.1063579806 6281416.745623027, 1025504.4580418055 6281616.510670693, 1025703.2381217444 6281634.609441883, 1025720.8865334875 6281434.844356543, 1025522.1063579806 6281416.745623027)));CRS3035RES200mN2276800E4080400;CRS3035RES1000mN2276000E4080000;0;CRS3035RES1000mN2276000E4080000;440177;06029;0;CRS3035RES200mN2276800E4080400;234.0;154.0;26.0;103.0;2.0;51.0;9.0;5665109.5;7851.0;133.0;21.0;17.0;12.0;38.0;86.0;1.0;0.0;4.0;5.0;3.0;12.0;8.0;41.0;43.0;28.0;58.0;31.0;1.0;0
carreau_pop_v2.55;MULTIPOLYGON (((1025720.8865334875 6281434.844356543, 1025703.2381217444 6281634.609441883, 1025902.0181622121 6281652.707854099, 1025919.6666695124 6281452.942731128, 1025720.8865334875 6281434.844356543)));CRS3035RES200mN2276800E4080600;CRS3035RES1000mN2276000E4080000;0;CRS3035RES1000mN2276000E4080000;440165;06029;0;CRS3035RES200mN2276800E4080600;124.0;61.0;11.0;24.0;2.0;42.0;8.0;3299862.8;4957.0;53.0;8.0;2.0;29.0;0.0;30.0;0.0;0.0;4.0;4.0;3.0;5.0;3.0;18.0;21.0;22.0;28.0;12.0;4.0;0
carreau_pop_v2.56;MULTIPOLYGON (((1020084.4428209724 6281726.996883817, 1020066.7966036135 6281926.758682167, 1020265.5773898365 6281944.8672999265, 1020283.2237025092 6281745.105462824, 1020084.4428209724 6281726.996883817)));CRS3035RES200mN2277600E4075000;CRS3035RES1000mN2277000E4075000;0;CRS3035RES1000mN2277000E4075000;439927;06029;0;CRS3035RES200mN2277600E4075000;40.0;23.0;3.0;13.0;0.0;12.0;2.0;984144.2;1575.0;23.0;0.0;0.0;0.0;0.0;23.0;0.0;0.0;0.0;1.0;2.0;3.0;0.0;3.0;12.0;3.0;13.0;1.0;2.0;0
carreau_pop_v2.57;MULTIPOLYGON (((1020680.785342477 6281781.321543706, 1020663.1388392093 6281981.0834582, 1020861.9195024783 6281999.190998717, 1020879.5661010274 6281799.429045577, 1020680.785342477 6281781.321543706)));CRS3035RES200mN2277600E4075600;CRS3035RES1000mN2277000E4075000;1;CRS3035RES1000mN2277000E4075000;439924;06030;0;;5.0;1.9;0.3;0.8;0.1;1.0;0.1;101089.2;165.1;1.2;0.7;0.4;0.4;0.3;0.8;0.0;0.0;0.0;0.0;0.1;0.6;0.8;1.3;0.7;0.8;0.4;0.3;0.0;0
carreau_pop_v2.58;MULTIPOLYGON (((1022469.8107029325 6281944.276134702, 1022452.1633425269 6282144.0383956395, 1022650.943640168 6282162.142704332, 1022668.5910957567 6281962.38040509, 1022469.8107029325 6281944.276134702)));CRS3035RES200mN2277600E4077400;CRS3035RES1000mN2277000E4077000;0;CRS3035RES1000mN2277000E4077000;439977;06029;0;CRS3035RES200mN2277600E4077400;147.5;53.0;6.0;14.0;5.0;26.0;8.0;4383354.6;4536.0;28.0;25.0;1.0;0.0;0.0;52.0;0.0;0.0;9.0;7.5;16.5;22.0;1.5;28.0;45.0;7.0;5.0;2.0;4.0;0
carreau_pop_v2.59;MULTIPOLYGON (((1023066.1517604538 6281998.587868681, 1023048.5041145317 6282198.350244428, 1023247.284291374 6282216.453475824, 1023264.9320324466 6282016.691061884, 1023066.1517604538 6281998.587868681)));CRS3035RES200mN2277600E4078000;CRS3035RES1000mN2277000E4078000;0;CRS3035RES1000mN2277000E4078000;440050;06029;0;CRS3035RES200mN2277600E4078000;550.5;232.0;58.0;69.0;16.0;36.0;56.0;9108289.8;15888.0;212.0;20.0;16.0;192.0;5.0;19.0;0.0;182.0;19.0;13.0;48.5;55.0;39.0;68.0;113.0;77.0;60.0;51.0;7.0;0
carreau_pop_v2.60;MULTIPOLYGON (((1019183.4420363179 6282853.120529853, 1019165.7954678198 6283052.878852362, 1019364.5758495457 6283070.989140248, 1019382.2225125808 6282871.2307787165, 1019183.4420363179 6282853.120529853)));CRS3035RES200mN2278800E4074200;CRS3035RES1000mN2278000E4074000;1;CRS3035RES1000mN2278000E4074000;441274;06108;0;CRS3035RES200mN2278800E4074200;29.0;10.4;1.6;2.3;1.0;6.2;1.0;665152.7;824.1;6.8;3.6;1.9;2.3;2.0;4.2;0.0;0.0;2.9;1.3;1.0;1.6;1.3;5.9;4.9;2.9;4.6;1.6;1.0;0
carreau_pop_v2.61;MULTIPOLYGON (((1021873.4692818404 6281889.961169189, 1021855.8222070494 6282089.723314976, 1022054.6026260275 6282107.828700961, 1022072.2497960345 6281908.066516748, 1021873.4692818404 6281889.961169189)));CRS3035RES200mN2277600E4076800;CRS3035RES1000mN2277000E4076000;1;CRS3035RES1000mN2277000E4076000;439962;06029;0;CRS3035RES200mN2277600E4076800;23.0;9.7;1.0;2.6;0.3;7.3;0.0;731601.2;1383.1;2.9;6.8;0.0;1.1;2.1;6.5;0.0;0.0;0.8;0.5;1.0;2.1;0.5;1.6;7.6;2.4;5.2;0.8;0.5;0
carreau_pop_v2.62;MULTIPOLYGON (((1022271.0302697119 6281926.171505255, 1022253.3830045003 6282125.933727845, 1022452.1633425269 6282144.0383956395, 1022469.8107029325 6281944.276134702, 1022271.0302697119 6281926.171505255)));CRS3035RES200mN2277600E4077200;CRS3035RES1000mN2277000E4077000;0;CRS3035RES1000mN2277000E4077000;439981;06029;0;CRS3035RES200mN2277600E4077200;199.0;100.0;12.0;42.0;4.0;43.0;14.0;5404794.6;6617.0;83.0;17.0;1.0;0.0;9.0;90.0;0.0;0.0;16.0;2.0;11.0;16.0;7.0;57.0;39.0;24.0;18.0;6.0;3.0;0
carreau_pop_v2.63;MULTIPOLYGON (((1022832.0762271674 6282380.0084377825, 1022814.4284372702 6282579.76966822, 1023013.208464407 6282597.873335237, 1023030.8563491919 6282398.112066531, 1022832.0762271674 6282380.0084377825)));CRS3035RES200mN2278000E4077800;CRS3035RES1000mN2278000E4077000;0;CRS3035RES1000mN2278000E4077000;441367;06030;0;CRS3035RES200mN2278000E4077800;215.5;93.0;6.0;25.0;3.0;76.0;4.0;5763243.1;8736.0;24.0;69.0;5.0;2.0;69.0;17.0;0.0;0.0;3.5;5.0;9.0;14.0;10.0;29.0;40.0;37.0;45.0;18.0;5.0;0
carreau_pop_v2.64;MULTIPOLYGON (((1024311.7767299208 6281507.910505252, 1024294.1288688896 6281707.674771618, 1024492.9090914179 6281725.77573452, 1024510.5570479451 6281526.0114302365, 1024311.7767299208 6281507.910505252)));CRS3035RES200mN2277000E4079200;CRS3035RES1000mN2277000E4079000;0;CRS3035RES200mN2277000E4079200;440115;06029;0;CRS3035RES200mN2277000E4079200;566.0;337.0;64.0;202.0;12.0;164.0;21.0;1.20453961E7;19582.0;324.0;13.0;29.0;63.0;130.0;109.0;6.0;0.0;15.0;6.0;16.0;25.0;28.0;83.0;98.0;77.0;138.0;68.0;12.0;0
carreau_pop_v2.65;MULTIPOLYGON (((1022668.5910957567 6281962.38040509, 1022650.943640168 6282162.142704332, 1022849.723897483 6282180.246653928, 1022867.3714482439 6281980.484316416, 1022668.5910957567 6281962.38040509)));CRS3035RES200mN2277600E4077600;CRS3035RES1000mN2277000E4077000;1;CRS3035RES1000mN2277000E4077000;439974;06029;0;CRS3035RES200mN2277600E4077600;7.0;2.7;0.3;0.4;0.0;2.3;0.4;233801.7;348.2;0.1;2.6;0.7;0.3;0.4;1.3;0.0;0.0;0.0;0.0;0.3;1.1;0.1;0.4;1.1;1.4;1.8;0.5;0.3;0
carreau_pop_v2.66;MULTIPOLYGON (((1019581.0029476143 6282889.340668326, 1019563.3561900533 6283089.099068837, 1019762.1364894027 6283107.208638123, 1019779.7833414788 6282907.450198672, 1019581.0029476143 6282889.340668326)));CRS3035RES200mN2278800E4074600;CRS3035RES1000mN2278000E4074000;0;CRS3035RES1000mN2278000E4074000;441277;06029;0;CRS3035RES200mN2278800E4074600;118.0;47.0;1.0;10.0;3.0;38.0;3.0;3462536.2;4774.0;7.0;40.0;0.0;0.0;40.0;7.0;0.0;0.0;7.0;1.0;7.0;10.0;1.0;10.0;22.0;16.0;29.0;10.0;5.0;0
carreau_pop_v2.67;MULTIPOLYGON (((1019978.5636942338 6282925.559369751, 1019960.9167476536 6283125.317848111, 1020159.6969648662 6283143.426698795, 1020177.3440059391 6282943.66818157, 1019978.5636942338 6282925.559369751)));CRS3035RES200mN2278800E4075000;CRS3035RES1000mN2278000E4075000;0;CRS3035RES1000mN2278000E4075000;441290;06108;0;CRS3035RES200mN2278800E4075000;102.5;40.0;3.0;5.0;2.0;37.0;6.0;2718029.0;3932.0;3.0;37.0;0.0;0.0;27.0;13.0;0.0;0.0;3.0;2.5;4.5;3.5;5.0;18.0;19.0;17.0;26.0;2.0;2.0;0
carreau_pop_v2.68;MULTIPOLYGON (((1022072.2497960345 6281908.066516748, 1022054.6026260275 6282107.828700961, 1022253.3830045003 6282125.933727845, 1022271.0302697119 6281926.171505255, 1022072.2497960345 6281908.066516748)));CRS3035RES200mN2277600E4077000;CRS3035RES1000mN2277000E4077000;0;CRS3035RES1000mN2277000E4077000;439980;06029;0;CRS3035RES200mN2277600E4077000;194.0;88.0;9.0;21.0;0.0;58.0;17.0;5362465.3;5908.0;71.0;17.0;0.0;2.0;0.0;86.0;0.0;0.0;10.5;5.0;7.5;18.0;11.0;52.0;41.0;21.0;17.0;10.0;1.0;0
carreau_pop_v2.69;MULTIPOLYGON (((1023914.2159741407 6281471.707578405, 1023896.5683041338 6281671.471768829, 1024095.3486064816 6281689.5734497225, 1024112.9963720057 6281489.809221307, 1023914.2159741407 6281471.707578405)));CRS3035RES200mN2277000E4078800;CRS3035RES1000mN2277000E4078000;0;CRS3035RES1000mN2277000E4078000;440034;06029;0;CRS3035RES200mN2277000E4078800;135.0;86.0;9.0;52.0;1.0;60.0;4.0;3649647.2;6403.0;81.0;5.0;4.0;1.0;30.0;51.0;0.0;0.0;6.0;1.0;4.0;3.0;1.0;9.0;23.0;14.0;56.0;16.0;2.0;0
carreau_pop_v2.70;MULTIPOLYGON (((1024112.9963720057 6281489.809221307, 1024095.3486064816 6281689.5734497225, 1024294.1288688896 6281707.674771618, 1024311.7767299208 6281507.910505252, 1024112.9963720057 6281489.809221307)));CRS3035RES200mN2277000E4079000;CRS3035RES1000mN2277000E4079000;0;CRS3035RES200mN2277000E4079000;440108;06029;0;CRS3035RES200mN2277000E4079000;339.0;186.0;31.0;79.0;2.0;107.0;26.0;7890882.7;12783.0;158.0;28.0;54.0;58.0;26.0;47.0;1.0;0.0;10.0;4.0;12.5;20.5;16.0;52.0;71.0;52.0;68.0;31.0;2.0;0
carreau_pop_v2.71;MULTIPOLYGON (((1026855.9737319887 6279927.190473265, 1026838.3257764018 6280126.960189016, 1027037.1063882688 6280145.0565073015, 1027054.7544404534 6279945.286754255, 1026855.9737319887 6279927.190473265)));CRS3035RES200mN2275200E4081600;CRS3035RES1000mN2275000E4081000;1;CRS3035RES4000mN2272000E4080000;438526;06029;0;CRS3035RES200mN2275200E4081600;15.0;9.0;1.3;4.3;0.0;6.4;0.9;505583.1;1560.4;6.9;2.1;1.7;1.3;0.0;6.0;0.0;0.0;0.0;0.0;0.4;0.9;0.4;1.3;1.3;3.0;3.0;4.7;0.0;0
carreau_pop_v2.72;MULTIPOLYGON (((1024855.1727677556 6282161.503681007, 1024837.5242658692 6282361.266399175, 1025036.3040835483 6282379.366398597, 1025053.9526804878 6282179.603642568, 1024855.1727677556 6282161.503681007)));CRS3035RES200mN2277600E4079800;CRS3035RES1000mN2277000E4079000;0;CRS3035RES200mN2277600E4079800;440100;06029;0;CRS3035RES200mN2277600E4079800;187.0;94.0;17.0;43.0;7.0;58.0;9.0;4574864.8;6761.0;79.0;15.0;10.0;19.0;16.0;48.0;1.0;0.0;5.0;4.0;11.0;15.0;8.0;24.0;41.0;28.0;34.0;13.0;4.0;0
carreau_pop_v2.73;MULTIPOLYGON (((1020318.5159639615 6281345.580125937, 1020300.8698938756 6281545.34307157, 1020499.6508297967 6281563.451252841, 1020517.2969954596 6281363.6882685255, 1020318.5159639615 6281345.580125937)));CRS3035RES200mN2277200E4075200;CRS3035RES1000mN2277000E4075000;1;CRS3035RES1000mN2277000E4075000;439924;06029;0;CRS3035RES200mN2277200E4075200;5.0;1.9;0.3;0.8;0.1;1.0;0.1;101089.2;165.1;1.2;0.7;0.4;0.4;0.3;0.8;0.0;0.0;0.0;0.0;0.1;0.6;0.8;1.3;0.7;0.8;0.4;0.3;0.0;0
carreau_pop_v2.74;MULTIPOLYGON (((1025831.422958785 6282451.762805115, 1025813.773864239 6282651.525158846, 1026012.5533896154 6282669.623400372, 1026030.2025790235 6282469.861008946, 1025831.422958785 6282451.762805115)));CRS3035RES200mN2277800E4080800;CRS3035RES1000mN2277000E4080000;1;CRS3035RES1000mN2277000E4080000;440143;06029;0;CRS3035RES200mN2277800E4080800;15.0;6.9;1.7;1.5;0.0;3.2;1.3;407126.2;1886.6;1.7;5.2;1.3;1.3;1.9;2.4;0.0;0.0;0.4;0.2;0.2;1.1;0.8;2.4;3.2;2.6;2.6;1.1;0.4;0
carreau_pop_v2.75;MULTIPOLYGON (((1020247.9309558306 6282144.628583117, 1020230.2844004643 6282344.389312639, 1020429.0649554476 6282362.497648808, 1020446.7116058428 6282162.7368805325, 1020247.9309558306 6282144.628583117)));CRS3035RES200mN2278000E4075200;CRS3035RES1000mN2278000E4075000;1;CRS3035RES1000mN2278000E4075000;441287;06030;0;CRS3035RES200mN2278000E4075200;3.0;1.4;0.2;0.5;0.1;1.3;0.2;71304.3;166.7;0.5;0.9;0.2;0.1;0.5;0.6;0.0;0.0;0.1;0.0;0.1;0.2;0.3;0.1;0.9;0.2;0.5;0.4;0.2;0
carreau_pop_v2.76;MULTIPOLYGON (((1022235.7356193234 6282325.695396718, 1022218.0881141545 6282525.456512119, 1022416.8682622039 6282543.561256656, 1022434.5158622931 6282343.800102878, 1022235.7356193234 6282325.695396718)));CRS3035RES200mN2278000E4077200;CRS3035RES1000mN2278000E4077000;0;CRS3035RES1000mN2278000E4077000;441378;06030;0;CRS3035RES200mN2278000E4077200;523.5;238.0;25.0;77.0;11.0;183.0;28.0;1.13868687E7;15132.0;220.0;18.0;0.0;2.0;158.0;78.0;0.0;0.0;24.0;13.0;35.5;36.0;33.0;101.0;98.0;66.0;78.0;34.0;5.0;0
carreau_pop_v2.77;MULTIPOLYGON (((1026100.798163268 6281670.805907348, 1026083.1494431621 6281870.570513611, 1026281.9293094677 6281888.668245464, 1026299.5781249723 6281688.903601623, 1026100.798163268 6281670.805907348)));CRS3035RES200mN2277000E4081000;CRS3035RES1000mN2277000E4081000;0;CRS3035RES1000mN2277000E4081000;440129;06029;0;CRS3035RES200mN2277000E4081000;29.0;16.0;5.0;8.0;0.0;12.0;0.0;1155599.7;2222.0;14.0;2.0;1.0;1.0;13.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;4.0;3.0;5.0;10.0;4.0;0.0;0
carreau_pop_v2.78;MULTIPOLYGON (((1020049.1502647847 6282126.519926585, 1020031.5038044588 6282326.280617315, 1020230.2844004643 6282344.389312639, 1020247.9309558306 6282144.628583117, 1020049.1502647847 6282126.519926585)));CRS3035RES200mN2278000E4075000;CRS3035RES1000mN2278000E4075000;0;CRS3035RES1000mN2278000E4075000;441294;06029;0;CRS3035RES200mN2278000E4075000;248.0;105.0;25.0;40.0;14.0;3.0;24.0;3941662.3;5823.0;104.0;1.0;3.0;101.0;0.0;1.0;0.0;100.0;7.0;7.0;16.5;33.5;15.0;30.0;55.0;29.0;31.0;22.0;2.0;0
carreau_pop_v2.79;MULTIPOLYGON (((1023662.4924560207 6282052.896371083, 1023644.8445246795 6282252.6588613065, 1023843.6245812621 6282270.761015389, 1023861.2726077212 6282070.998487083, 1023662.4924560207 6282052.896371083)));CRS3035RES200mN2277600E4078600;CRS3035RES1000mN2277000E4078000;0;CRS3035RES1000mN2277000E4078000;440039;06029;0;CRS3035RES200mN2277600E4078600;198.0;106.0;14.0;47.0;3.0;66.0;7.0;4773503.6;7434.0;91.0;15.0;13.0;59.0;1.0;31.0;2.0;0.0;5.0;0.0;7.5;7.5;6.0;34.0;41.0;27.0;45.0;22.0;3.0;0
carreau_pop_v2.80;MULTIPOLYGON (((1023861.2726077212 6282070.998487083, 1023843.6245812621 6282270.761015389, 1024042.4045978779 6282288.86281037, 1024060.052719444 6282089.100244017, 1023861.2726077212 6282070.998487083)));CRS3035RES200mN2277600E4078800;CRS3035RES1000mN2277000E4078000;0;CRS3035RES1000mN2277000E4078000;440049;06029;0;CRS3035RES200mN2277600E4078800;349.0;210.0;21.0;118.0;2.0;109.0;14.0;8813574.9;11922.0;196.0;14.0;70.0;6.0;119.0;14.0;1.0;0.0;11.0;2.0;6.0;22.0;13.0;35.0;59.0;48.0;66.0;81.0;6.0;0
carreau_pop_v2.81;MULTIPOLYGON (((1025001.0065354938 6282778.890250553, 1024983.3575843257 6282978.6513469545, 1025182.1370780914 6282996.7511008475, 1025199.7861238911 6282796.989966563, 1025001.0065354938 6282778.890250553)));CRS3035RES200mN2278200E4080000;CRS3035RES1000mN2278000E4080000;0;CRS3035RES1000mN2278000E4080000;441524;06030;0;CRS3035RES200mN2278200E4080000;107.0;59.0;7.0;35.0;4.0;41.0;4.0;2822392.9;3959.0;51.0;8.0;5.0;4.0;46.0;4.0;0.0;0.0;2.5;0.0;5.0;6.5;6.0;11.0;22.0;15.0;21.0;14.0;4.0;0
carreau_pop_v2.82;MULTIPOLYGON (((1025199.7861238911 6282796.989966563, 1025182.1370780914 6282996.7511008475, 1025380.9165323412 6283014.850495514, 1025398.565672762 6282815.089323383, 1025199.7861238911 6282796.989966563)));CRS3035RES200mN2278200E4080200;CRS3035RES1000mN2278000E4080000;0;CRS3035RES1000mN2278000E4080000;441522;06030;0;CRS3035RES200mN2278200E4080200;60.5;33.0;2.0;8.0;0.0;22.0;3.0;2112610.6;3838.0;26.0;7.0;4.0;23.0;0.0;6.0;0.0;0.0;0.0;0.0;1.5;0.0;1.0;3.0;8.0;8.0;25.0;14.0;0.0;0
carreau_pop_v2.83;MULTIPOLYGON (((1019779.7833414788 6282907.450198672, 1019762.1364894027 6283107.208638123, 1019960.9167476536 6283125.317848111, 1019978.5636942338 6282925.559369751, 1019779.7833414788 6282907.450198672)));CRS3035RES200mN2278800E4074800;CRS3035RES1000mN2278000E4074000;0;CRS3035RES1000mN2278000E4074000;441282;06029;0;CRS3035RES200mN2278800E4074800;395.0;127.0;31.0;13.0;20.0;19.0;32.0;6863571.4;9906.0;108.0;19.0;0.0;1.0;13.0;113.0;0.0;103.0;14.0;12.5;26.0;54.5;41.0;58.0;108.0;49.0;16.0;2.0;14.0;0
carreau_pop_v2.84;MULTIPOLYGON (((1024925.7655939683 6281362.447268891, 1024908.117564562 6281562.212203314, 1025106.8977632741 6281580.31205141, 1025124.5458882807 6281380.547079202, 1024925.7655939683 6281362.447268891)));CRS3035RES200mN2276800E4079800;CRS3035RES1000mN2276000E4079000;0;CRS3035RES1000mN2276000E4079000;440096;06029;0;CRS3035RES200mN2276800E4079800;852.5;427.0;133.0;203.0;28.0;148.0;59.0;1.44840452E7;19543.0;422.0;5.0;130.0;65.0;85.0;147.0;0.0;9.0;35.5;26.0;56.5;59.5;41.0;176.0;200.0;94.0;100.0;53.0;11.0;0
carreau_pop_v2.85;MULTIPOLYGON (((1025124.5458882807 6281380.547079202, 1025106.8977632741 6281580.31205141, 1025305.6779223353 6281598.411540537, 1025323.3261429315 6281398.646530581, 1025124.5458882807 6281380.547079202)));CRS3035RES200mN2276800E4080000;CRS3035RES1000mN2276000E4080000;0;CRS3035RES1000mN2276000E4080000;440178;06029;0;CRS3035RES200mN2276800E4080000;321.5;174.0;32.0;92.0;10.0;79.0;21.0;6553022.9;9969.0;170.0;4.0;20.0;16.0;42.0;95.0;1.0;26.0;17.0;7.0;14.5;21.0;19.0;49.0;70.0;34.0;52.0;32.0;6.0;0
carreau_pop_v2.86;MULTIPOLYGON (((1025919.6666695124 6281452.942731128, 1025902.0181622121 6281652.707854099, 1026100.798163268 6281670.805907348, 1026118.4467661146 6281471.040746777, 1025919.6666695124 6281452.942731128)));CRS3035RES200mN2276800E4080800;CRS3035RES1000mN2276000E4080000;0;CRS3035RES1000mN2276000E4080000;440171;06029;0;CRS3035RES200mN2276800E4080800;174.5;90.0;9.0;43.0;5.0;58.0;9.0;4310571.0;6217.0;74.0;16.0;5.0;21.0;3.0;61.0;0.0;0.0;5.0;1.0;5.0;11.5;5.0;31.0;29.0;27.0;28.0;25.0;7.0;0
